"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Eritrea","ERI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","9.799","10.114","10.438","10.772","11.115","11.466","11.828","12.2","12.358","12.517","12.678","12.841","13.006","13.173","13.341","13.511","13.684","13.857","14.033","14.211","14.39","14.572","14.755","14.94","15.182","15.757","16.351","16.962","17.592","18.239","18.905","19.59","20.294","21.015","21.755","22.514","23.293","24.088","24.903","25.735","26.587","27.455","28.341","29.244","30.164","31.099","32.051","33.017","34","34.585","35.175","35.771","","","","","","","","","",
"Spain","ESP","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","56.567","57.303","58.308","59.306","60.298","61.278","62.251","63.214","64.168","65.108","66.038","66.848","67.541","68.224","68.901","69.57","70.231","70.883","71.527","72.162","72.789","73.279","73.515","73.749","73.982","74.213","74.444","74.673","74.9","75.126","75.351","75.528","75.61","75.692","75.774","75.856","75.938","76.019","76.1","76.181","76.262","76.343","76.533","76.778","77.022","77.263","77.502","77.74","77.976","78.21","78.442","78.673","78.902","79.133","79.366","79.602","79.84","80.08","80.321","80.565","",
"Estonia","EST","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","57.533","58.304","59.072","59.836","60.596","61.348","62.097","62.839","63.577","64.307","64.947","65.483","66.017","66.545","67.069","67.589","68.106","68.617","69.124","69.497","69.711","69.924","70.136","70.347","70.558","70.767","70.975","71.183","71.39","71.415","71.231","71.046","70.86","70.674","70.487","70.3","70.111","69.923","69.733","69.543","69.368","69.242","69.116","68.989","68.862","68.735","68.607","68.479","68.351","68.223","68.094","67.965","67.974","68.122","68.269","68.416","68.563","68.717","68.88","69.051","",
"Ethiopia","ETH","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","6.433","6.65","6.874","7.104","7.342","7.587","7.84","8.1","8.26","8.422","8.588","8.756","8.928","9.102","9.279","9.46","9.644","9.83","10.02","10.214","10.41","10.61","10.813","11.02","11.232","11.453","11.679","11.909","12.143","12.38","12.621","12.867","13.116","13.37","13.627","13.827","14.006","14.186","14.369","14.553","14.74","14.927","15.118","15.31","15.504","15.7","15.899","16.116","16.51","16.91","17.319","17.735","18.16","18.575","18.998","19.428","19.866","20.31","20.763","21.225","",
"European Union","EUU","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","58.6776410755781","59.2174037393798","59.7538031546672","60.339770135006","60.9246480694602","61.512393319131","62.0838410855654","62.6222482008448","63.1262052836154","63.5783711773666","64.0239748549781","64.4690235249741","64.8794251459462","65.2713743438141","65.6512109566937","65.9881870156787","66.295996524921","66.6227244166541","66.9584396947625","67.2822764903135","67.5903728984892","67.8622593717639","68.0592120115517","68.222584754818","68.3564442607792","68.4799826121592","68.6307376170793","68.8400566479338","69.0450584987166","69.1992512612237","69.3689438749086","69.559145722582","69.7159908373219","69.8457596989455","69.9861021379748","70.126879295454","70.2668311941402","70.4015207920999","70.5331307565974","70.6697284137353","70.8257115525123","71.0122218287133","71.240383197793","71.4627479488956","71.68110569536","71.8999307913217","72.1166486134495","72.3363986401415","72.55503097159","72.7634112253781","72.9723262372458","73.1680576728495","73.3568881759925","73.5394058583084","73.7178487591467","73.9081841044899","74.1050733574125","74.306868613472","74.5149579509874","74.730554406828","",
"Fragile and conflict affected situations","FCS","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","18.1786810060181","18.6236535408927","19.069145168743","19.5292850043707","19.9980808278581","20.4902985317945","20.979644580739","21.4783879255997","21.98507681321","22.4976773785491","23.0155245000728","23.5783195681395","24.1241880115827","24.6512188376056","25.1126589294167","25.5698723171725","26.0208660244695","26.45404023604","26.8743334466256","27.2794386078265","27.6968061030954","28.1936670848256","28.6962680032682","29.2436438283525","29.8476853509287","30.4635834668966","31.0778627238235","31.6907410212956","32.2726751680819","32.8190721591502","33.5437926577313","33.9684852116536","34.3616791074375","34.7209771030378","35.023076155253","35.3364277311687","35.6596868230607","36.0068819319727","36.3538179422819","36.7040234584877","37.0518106530263","37.48473132928","37.9026578546957","38.3150995983865","38.7171961946332","39.1196477167642","39.5201529721514","39.8548071971717","40.2809863144089","40.7142005858678","41.1613304765461","41.5756543387573","41.9796083576515","42.388450847642","42.7949890476645","43.236823193129","43.6642116479209","44.0835643051131","44.5075724328654","44.9500685698037","",
"Finland","FIN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.29","56.321","57.162","57.998","58.832","59.658","60.48","61.295","62.106","62.908","63.704","64.523","65.366","66.197","67.019","67.831","68.634","69.423","70.202","70.97","71.727","72.528","73.373","74.202","75.015","75.808","76.567","77.291","78","78.691","79.367","79.843","80.128","80.409","80.688","80.963","81.223","81.466","81.707","81.946","82.183","82.368","82.503","82.638","82.772","82.905","83.037","83.168","83.299","83.429","83.77","84.313","84.841","85.125","85.175","85.225","85.275","85.325","85.382","85.446","",
"Fiji","FJI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.681","30.248","30.823","31.403","31.991","32.582","33.18","33.604","33.987","34.371","34.758","35.147","35.538","35.93","36.324","36.721","37.119","37.319","37.469","37.619","37.769","37.919","38.07","38.221","38.372","38.523","38.675","39.327","40.085","40.845","41.611","42.381","43.156","43.933","44.713","45.496","46.282","46.732","47.123","47.515","47.908","48.3","48.692","49.085","49.479","49.871","50.264","50.657","51.146","51.658","52.171","52.683","53.196","53.706","54.216","54.726","55.235","55.742","56.248","56.75","",
"France","FRA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","61.88","62.607","63.489","64.702","65.898","67.071","68.225","69.357","70.238","70.648","71.055","71.459","71.86","72.256","72.65","72.926","72.997","73.068","73.14","73.211","73.282","73.352","73.425","73.5","73.575","73.65","73.725","73.8","73.875","73.95","74.056","74.229","74.401","74.572","74.743","74.912","75.082","75.25","75.417","75.614","75.871","76.127","76.38","76.632","76.883","77.13","77.377","77.621","77.868","78.117","78.369","78.622","78.878","79.135","79.394","79.655","79.917","80.18","80.444","80.709","",
"Faroe Islands","FRO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","21.383","22.141","22.962","23.805","24.669","25.553","26.328","26.723","27.122","27.524","27.951","28.417","28.888","29.362","29.842","30.326","30.815","31.307","31.355","31.27","31.186","31.101","31.017","30.933","30.849","30.766","30.682","30.598","30.515","30.432","30.594","31.154","31.872","32.596","33.33","34.071","34.822","35.354","35.654","35.86","36.337","37.175","38.022","38.714","39.247","39.781","40.147","40.341","40.536","40.731","40.926","41.088","41.225","41.363","41.501","41.638","41.777","41.914","42.064","42.225","",
"Micronesia, Fed. Sts.","FSM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.312","22.553","22.797","23.042","23.289","23.537","23.788","24.04","24.295","24.551","24.808","25.068","25.33","25.593","25.741","25.858","25.975","26.092","26.209","26.327","26.445","26.417","26.35","26.283","26.216","26.149","26.083","26.016","25.95","25.884","25.818","25.752","25.686","25.62","25.554","25.068","24.473","23.889","23.314","22.749","22.33","22.33","22.33","22.33","22.33","22.33","22.324","22.317","22.311","22.305","22.298","22.305","22.324","22.355","22.399","22.456","22.526","22.608","22.703","22.812","",
"Gabon","GAB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.398","18.33","19.594","20.923","22.318","23.775","25.297","26.883","28.533","30.237","32","34.082","36.231","38.43","40.681","42.971","45.295","47.633","49.985","52.337","54.682","57","58.372","59.73","61.076","62.402","63.711","65","66.412","67.792","69.143","70.462","71.749","72.999","73.921","74.797","75.654","76.49","77.306","78.102","78.879","79.633","80.368","81.083","81.778","82.452","83.107","83.742","84.359","84.955","85.533","86.092","86.634","87.156","87.651","88.118","88.559","88.976","89.37","89.741","",
"United Kingdom","GBR","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","78.444","78.374","78.237","78.099","77.96","77.821","77.682","77.541","77.4","77.259","77.117","77.03","77.195","77.358","77.521","77.683","77.844","78.005","78.164","78.323","78.481","78.588","78.539","78.489","78.44","78.39","78.34","78.29","78.24","78.19","78.14","78.112","78.172","78.232","78.293","78.353","78.413","78.472","78.532","78.591","78.651","78.751","79.047","79.339","79.629","79.915","80.199","80.479","80.757","81.031","81.302","81.57","81.837","82.102","82.365","82.626","82.886","83.143","83.398","83.652","",
"Georgia","GEO","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","43.069","43.559","44.051","44.544","45.039","45.534","46.03","46.527","47.025","47.522","48.006","48.474","48.942","49.409","49.876","50.344","50.812","51.279","51.747","52.156","52.497","52.836","53.176","53.516","53.855","54.194","54.532","54.87","55.208","55.277","55.038","54.799","54.559","54.32","54.08","53.841","53.6","53.36","53.12","52.879","52.638","52.398","52.441","52.83","53.218","53.605","53.992","54.379","54.765","55.15","55.535","55.919","56.303","56.685","57.067","57.448","57.837","58.231","58.632","59.039","",
"Ghana","GHA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.252","23.797","24.352","24.915","25.488","26.067","26.656","27.254","27.86","28.473","28.958","29.174","29.392","29.61","29.829","30.049","30.27","30.492","30.714","30.938","31.163","31.388","31.614","31.842","32.209","32.896","33.591","34.293","35.004","35.719","36.441","37.17","37.905","38.644","39.39","40.14","40.896","41.654","42.418","43.184","43.929","44.601","45.275","45.951","46.63","47.308","47.988","48.669","49.351","50.031","50.713","51.394","52.073","52.748","53.419","54.086","54.749","55.407","56.06","56.707","",
"Gibraltar","GIB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Guinea","GIN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","10.472","10.936","11.418","11.919","12.439","12.978","13.537","14.116","14.716","15.336","15.977","16.641","17.327","18.033","18.763","19.515","20.291","21.087","21.907","22.75","23.617","24.503","25.414","26.072","26.346","26.621","26.898","27.178","27.459","27.741","28.026","28.312","28.601","28.89","29.182","29.475","29.77","30.052","30.323","30.595","30.869","31.144","31.42","31.698","31.977","32.257","32.539","32.822","33.106","33.391","33.678","33.966","34.255","34.545","34.836","35.141","35.46","35.793","36.14","36.5","",
"Gambia, The","GMB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","12.129","12.331","12.535","12.862","13.677","14.533","15.433","16.379","17.373","18.41","19.496","20.63","21.814","22.941","23.675","24.426","25.193","25.974","26.772","27.585","28.414","29.256","30.113","31.008","32.007","33.019","34.049","35.094","36.155","37.226","38.312","39.41","40.52","41.586","42.472","43.362","44.258","45.155","46.057","46.961","47.868","48.775","49.683","50.555","51.288","52.02","52.751","53.481","54.211","54.937","55.662","56.384","57.105","57.82","58.528","59.228","59.918","60.599","61.27","61.931","",
"Guinea-Bissau","GNB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.6","13.747","13.895","14.045","14.197","14.349","14.503","14.658","14.815","14.972","15.132","15.293","15.455","15.618","15.783","15.95","16.118","16.287","16.457","16.77","17.804","18.883","20.013","21.194","22.426","23.704","25.034","26.413","27.841","29.312","30.83","32.39","33.271","33.635","34.002","34.371","34.742","35.114","35.488","35.865","36.243","36.622","37.004","37.387","37.772","38.157","38.545","38.934","39.325","39.716","40.111","40.508","40.908","41.31","41.715","42.123","42.533","42.945","43.36","43.777","",
"Equatorial Guinea","GNQ","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","25.537","26.144","26.234","26.323","26.413","26.502","26.592","26.682","26.773","26.863","26.954","27.045","27.136","27.227","27.319","27.41","27.502","27.594","27.687","27.779","27.872","27.965","28.058","28.151","29.028","29.94","30.871","31.817","32.78","33.755","34.745","35.748","36.766","37.792","38.831","40.494","42.187","43.893","45.616","47.35","49.092","50.832","52.573","54.307","56.033","57.74","59.431","61.1","62.745","64.358","65.94","67.488","69","69.544","70.083","70.616","71.138","71.646","72.143","72.627","",
"Greece","GRC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.936","56.453","57.34","58.222","59.099","59.969","60.833","61.691","62.543","63.385","64.22","64.951","65.454","65.952","66.448","66.94","67.429","67.912","68.393","68.87","69.343","69.746","69.94","70.134","70.327","70.518","70.709","70.9","71.09","71.279","71.467","71.635","71.757","71.878","71.998","72.119","72.239","72.358","72.478","72.597","72.716","72.913","73.303","73.689","74.073","74.452","74.827","75.199","75.568","75.932","76.292","76.649","77.004","77.355","77.702","78.046","78.387","78.724","79.058","79.388","",
"Grenada","GRD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","30.332","30.519","30.707","30.895","31.085","31.274","31.465","31.656","31.848","32.04","32.212","32.281","32.351","32.421","32.491","32.561","32.631","32.701","32.771","32.841","32.912","32.978","33.028","33.078","33.128","33.177","33.227","33.277","33.327","33.377","33.427","33.503","33.744","33.985","34.227","34.47","34.714","34.959","35.204","35.45","35.698","35.919","35.913","35.907","35.901","35.895","35.889","35.883","35.877","35.871","35.865","35.859","35.869","35.896","35.938","35.997","36.072","36.164","36.272","36.396","",
"Greenland","GRL","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","58.534","59.806","61.406","62.983","64.534","66.05","67.491","68.853","70.186","71.481","72.744","73.433","73.675","73.914","74.152","74.389","74.625","74.966","75.355","75.74","76.121","76.497","76.869","77.237","77.602","77.961","78.317","78.668","79.016","79.359","79.698","80.033","80.301","80.503","80.703","80.902","81.1","81.226","81.351","81.476","81.6","81.849","82.095","82.338","82.58","82.858","83.172","83.482","83.787","84.087","84.383","84.755","85.2","85.551","85.813","86.071","86.326","86.574","86.816","87.052","",
"Guatemala","GTM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","31.121","31.768","32.424","33.086","33.682","33.989","34.298","34.608","34.919","35.232","35.545","35.861","36.177","36.494","36.809","37.125","37.443","37.762","38.081","38.402","38.724","39.047","39.37","39.695","40.021","40.347","40.674","41.002","41.332","41.661","41.992","42.323","42.655","42.987","43.32","43.654","43.989","44.323","44.659","44.995","45.332","45.668","46.005","46.318","46.616","46.913","47.21","47.508","47.807","48.104","48.403","48.701","49","49.311","49.634","49.971","50.319","50.68","51.054","51.439","",
"Guam","GUM","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","50.147","51.23","52.314","53.396","54.475","55.548","56.617","57.68","58.738","59.784","61.92","67.153","71.999","76.371","80.252","83.632","86.534","88.983","91.036","92.737","93.753","93.491","93.219","92.937","92.643","92.339","92.023","91.695","91.354","91.002","90.796","91.061","91.32","91.571","91.816","92.055","92.287","92.513","92.733","92.946","93.129","93.233","93.334","93.435","93.534","93.631","93.727","93.822","93.916","94.008","94.099","94.188","94.277","94.364","94.449","94.534","94.617","94.699","94.78","94.859","",
"Guyana","GUY","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","29.009","29.049","29.089","29.129","29.169","29.209","29.249","29.289","29.329","29.369","29.425","29.533","29.641","29.75","29.858","29.967","30.076","30.186","30.295","30.405","30.488","30.396","30.305","30.215","30.124","30.033","29.943","29.853","29.763","29.673","29.583","29.493","29.404","29.315","29.226","29.137","29.048","28.959","28.871","28.782","28.694","28.606","28.518","28.307","28.064","27.822","27.582","27.343","27.105","26.869","26.634","26.4","26.4","26.4","26.414","26.441","26.482","26.538","26.606","26.689","",
"High income","HIC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","62.7908036834887","63.2900512228932","63.7921393210803","64.3114161280843","64.8302762791157","65.3477674669315","65.8518262712565","66.3669644643059","66.8633407852292","67.3379843875383","67.7920264088742","68.1894006128154","68.5576182587706","68.9134798507466","69.2739735946528","69.6178960210814","69.9015069577075","70.1845274083449","70.4740627909891","70.7638358975521","71.0559672194883","71.3715804687067","71.6455480972019","71.9006779460469","72.1440310911108","72.3830919302752","72.6522648830281","72.9477474553097","73.2315543731792","73.4858790406","73.7552898763015","74.045270909801","74.2597001816898","74.5048956941358","74.753068207654","75.0343690399197","75.2700372392304","75.4938322032614","75.7161962438909","75.9372334228528","76.1542678219996","76.4915231211067","76.8831528653612","77.2500281804113","77.6055606800432","77.9491118266971","78.2665970697589","78.5716610433612","78.8697347546581","79.15284999197","79.4272169755276","79.6355918686806","79.8103606568949","79.9790807996721","80.1470705432899","80.3209968408715","80.4977884325191","80.6777678628053","80.8602233311677","81.0477557030805","",
"Hong Kong SAR, China","HKG","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","85.2","85.293","85.582","85.867","86.147","86.422","86.692","86.958","87.22","87.476","87.729","88.039","88.474","88.894","89.301","89.695","90.077","90.445","90.801","91.145","91.478","91.794","92.09","92.376","92.653","92.92","94.248","96.86","98.309","99.094","99.517","99.832","99.979","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","",
"Honduras","HND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","22.747","23.318","23.9","24.491","25.094","25.704","26.325","26.955","27.596","28.244","28.902","29.569","30.246","30.93","31.571","32.11","32.653","33.2","33.752","34.309","34.87","35.435","36.004","36.577","37.155","37.735","38.319","38.907","39.481","39.969","40.46","40.953","41.448","41.943","42.441","42.941","43.442","43.944","44.447","44.952","45.458","45.964","46.61","47.267","47.927","48.585","49.245","49.905","50.566","51.225","51.885","52.543","53.202","53.858","54.514","55.165","55.813","56.457","57.096","57.73","",
"Heavily indebted poor countries (HIPC)","HPC","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","12.3630102784654","12.7089478124086","13.0663078786855","13.4395396489368","13.8359995235222","14.2449776398347","14.6465151290262","15.0606592218934","15.4876991173412","15.9299743035266","16.3568527263222","16.7922931697469","17.230746963903","17.6744411098108","18.1146141963444","18.5708094004063","19.046886222061","19.5259508449353","20.0140173281192","20.4217645691221","20.8274324552912","21.232650186606","21.6401095199777","22.0762328380254","22.5468971696086","23.0537882668215","23.5506370935318","24.03623731143","24.5151616592547","24.9570460241264","25.4118900271845","25.8358020085054","26.2470470989734","26.6284923893516","26.9422616035612","27.2431830663789","27.5370260493218","27.842723838693","28.1368970163387","28.4306089564344","28.7255217571738","29.0543568985805","29.3934168264949","29.7457436413758","30.0957305007046","30.4643116349724","30.8420047625479","31.1569943863051","31.5917493717591","32.0291695824784","32.470697615945","32.9153280280704","33.3419289066773","33.7688407539185","34.201294634656","34.641468801197","35.0890803997939","35.5443922880076","36.0084652627508","36.4812814139963","",
"Croatia","HRV","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","30.154","31.04","32.001","32.979","33.972","34.977","35.997","37.03","38.076","39.13","40.196","41.168","41.839","42.511","43.186","43.864","44.545","45.227","45.911","46.597","47.285","47.887","48.237","48.587","48.937","49.287","49.637","49.987","50.338","50.687","51.037","51.357","51.588","51.818","52.048","52.279","52.509","52.739","52.968","53.198","53.428","53.642","53.81","53.979","54.147","54.315","54.483","54.651","54.819","54.987","55.155","55.322","55.506","55.706","55.923","56.155","56.403","56.667","56.947","57.242","",
"Haiti","HTI","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","15.593","15.975","16.365","16.762","17.168","17.58","18.001","18.429","18.866","19.31","19.762","20.222","20.323","20.35","20.377","20.404","20.431","20.459","20.486","20.513","20.541","20.568","20.595","21.36","22.297","23.261","24.255","25.277","26.329","27.405","28.51","29.641","30.8","31.39","31.987","32.59","33.2","33.792","34.389","34.992","35.6","37.251","38.935","40.645","41.679","42.638","43.604","44.574","45.551","46.528","47.509","48.492","49.477","50.46","51.444","52.427","53.396","54.346","55.278","56.192","",
"Hungary","HUN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.911","56.335","56.758","57.181","57.603","58.022","58.441","58.859","59.276","59.691","60.112","60.539","60.965","61.388","61.81","62.231","62.65","63.066","63.48","63.893","64.191","64.372","64.553","64.734","64.915","65.095","65.274","65.453","65.632","65.81","65.838","65.713","65.587","65.461","65.335","65.209","65.083","64.956","64.829","64.702","64.575","64.67","65.081","65.489","65.896","66.365","66.895","67.421","67.943","68.46","68.911","69.358","69.678","69.953","70.227","70.5","70.779","71.062","71.351","71.644","",
"IBRD only","IBD","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","26.0037230467088","26.5753575041328","27.1034768889282","27.5812799335841","28.0670392586016","28.2892535795903","28.4971733199344","28.7195145391868","28.9383880707997","29.1472302967038","29.3501861010409","29.5630418160489","29.816825557292","30.1136732311547","30.4567070501432","30.811492389019","31.158335706466","31.5115973641356","31.9766517398961","32.5478346948072","33.1221710451602","33.7090886466416","34.2770041023552","34.7962596973755","35.3294057084294","35.8614971038402","36.3873918001439","36.9048570640605","37.4201600159428","37.9210397379681","38.4024480448806","38.9042794726065","39.4072057469751","39.9139932014847","40.4246410062048","40.9336401065297","41.4446311634636","41.9609278623893","42.4855011463177","43.0155284055251","43.5558632630314","44.1464628330219","44.7930198815821","45.4483402209031","46.1097836454651","46.7751312920003","47.4283776638309","48.0759910220822","48.7267357229181","49.378902575633","50.033287487345","50.6653793262969","51.2907330244701","51.9156369571154","52.5409915236752","53.1640483926962","53.7856754481522","54.4049923253475","55.0151506469834","55.6161416808165","",
"IDA & IBRD total","IBT","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","23.9670486706094","24.4707846608492","24.9479900895425","25.3949308891069","25.8489128789392","26.0843099600091","26.3087850616886","26.547452641033","26.7852431646534","27.0182133837437","27.2477438791232","27.4934748318407","27.7739039361792","28.0911881894789","28.4463257534452","28.7491662553774","29.1066173097541","29.4686416741966","29.9244666688908","30.4617888203018","31.0055626748569","31.5563199439981","32.0730447088311","32.5524378277496","33.0466407516738","33.5427643195176","34.0339463371052","34.5185044441536","35.000694118925","35.4679053412819","35.9211139995577","36.3776953419485","36.8303413085091","37.28231479914","37.7302952781417","38.1756278636236","38.6222379508057","39.0738127707128","39.5296259858998","39.986907463496","40.4515827883238","40.9678598303894","41.5305812785377","42.0997080222044","42.6729013451047","43.2505194228548","43.8190064001138","44.3762279655817","44.947980853799","45.5207790460442","46.0947625409196","46.6446054547264","47.184946132283","47.7245254973325","48.264638235513","48.8081266586197","49.3503304630833","49.8905013595364","50.4231852337619","50.948669709288","",
"IDA total","IDA","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","13.641851495463","13.9414164890426","14.2400963039947","14.5539844941362","14.8805942458523","15.2144967018256","15.5476166643271","15.904326079119","16.2720232992669","16.652726599564","17.0360900452317","17.4607601764729","17.8951540275001","18.341053059521","18.7945365809296","18.9046391220545","19.3817517972997","19.864867242513","20.3610070034462","20.8262735654718","21.3171463481192","21.7896772154157","22.1569334584128","22.5426090478752","22.9552176653589","23.3862707362595","23.8185409319678","24.2523103102922","24.6871765682453","25.1127909816929","25.5577895556406","25.9410363428477","26.3106959269094","26.6673688328708","26.9928932456763","27.3175940529795","27.644806305026","27.9787691486174","28.3060136402877","28.6263042377697","28.9534602193636","29.3448705451276","29.7551289343387","30.1698307257059","30.588240585516","31.0192583951714","31.4588181867389","31.8757079229163","32.3501065131966","32.8268769792678","33.3076805083871","33.7585802131846","34.1898357824019","34.6230292809668","35.063568848158","35.5329814716957","36.0081435581674","36.4887875251201","36.9787540214703","37.478980288318","",
"IDA blend","IDB","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","18.5121302366492","18.8311602937758","19.0999676681549","19.3836893279249","19.6733264603094","19.9672495082304","20.2676783208747","20.5781973980334","20.8934657327673","21.2106760632505","21.5420281514592","21.9602045081954","22.3641825122794","22.7898253019411","23.2282895598598","23.6721135776236","24.1171577781003","24.5412749228903","24.9722372054859","25.3921796773017","25.7605823536057","26.1987191268983","26.6153173151301","27.0408415345763","27.4730644394165","27.9070503912672","28.3453515159271","28.7872862940293","29.2250060594156","29.6838417783376","30.1858848479227","30.5598678907351","30.9383650413531","31.3070440132134","31.674436812418","32.0435766893595","32.4174021213723","32.7917752042738","33.158535766006","33.5080863201099","33.8643748444499","34.322203558371","34.7855748246811","35.2372620265079","35.691967498307","36.1506808944796","36.6148428661394","37.0856762308143","37.5628573541368","38.0439799609986","38.5391538283267","39.0164109909935","39.4676225205869","39.9205198016072","40.3767287717861","40.8358353894326","41.2962864779961","41.7578858702445","42.2283515216553","42.7071823325199","",
"Indonesia","IDN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","14.586","14.821","15.058","15.299","15.543","15.789","16.039","16.293","16.549","16.809","17.071","17.338","17.779","18.28","18.793","19.317","19.853","20.398","20.956","21.524","22.104","22.815","23.606","24.415","25.244","26.089","26.953","27.835","28.736","29.651","30.584","31.613","32.703","33.808","34.933","36.076","37.235","38.406","39.593","40.792","42.002","42.783","43.568","44.356","45.149","45.942","46.738","47.535","48.335","49.134","49.914","50.595","51.276","51.955","52.635","53.313","53.989","54.659","55.325","55.985","",
"IDA only","IDX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","11.3715308395551","11.6630596462443","11.9759789454326","12.3039365566975","12.6478763142045","13.000755069248","13.3498216641113","13.728799754087","14.121154314848","14.530446435359","14.9354095644063","15.3588824202859","15.8019059083472","16.2503624208526","16.7027270979305","16.6453253153686","17.1264796793577","17.6257497493255","18.1408186414173","18.6157516294294","19.1544333691269","19.6328509690232","19.96561789179","20.3219572159697","20.7157824658717","21.1370064048534","21.558566040491","21.9813141819703","22.408973306073","22.8138555586659","23.2270547634708","23.6152227717135","23.9818740230978","24.3345452141033","24.6410727184454","24.9446853309016","25.248036330774","25.5600568855853","25.8658017625901","26.1711884677394","26.484115841792","26.8440538393818","27.2305353599802","27.6299784022722","28.032962425388","28.4517004763402","28.879251948555","29.2681492487642","29.7389837997237","30.2105827898862","30.6787495364308","31.1106266936242","31.5277152631994","31.9467500906982","32.3754635055031","32.8469868705746","33.3274338420681","33.8165006946649","34.31598307609","34.8275514224856","",
"Isle of Man","IMN","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","55.123","55.345","55.586","55.826","56.066","56.305","56.47","56.311","56.151","55.991","55.831","55.556","54.77","53.983","53.194","52.403","51.799","51.795","51.791","51.788","51.784","51.78","51.776","51.773","51.769","51.765","51.761","51.757","51.754","51.75","51.746","51.745","51.754","51.764","51.773","51.783","51.792","51.8","51.808","51.815","51.823","51.833","51.851","51.869","51.887","51.905","51.922","51.94","51.958","51.976","51.994","52.012","52.046","52.096","52.162","52.245","52.343","52.458","52.588","52.735","",
"India","IND","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","17.924","18.032","18.218","18.405","18.595","18.785","18.977","19.171","19.366","19.562","19.76","19.991","20.321","20.653","20.991","21.332","21.677","22.026","22.379","22.736","23.098","23.417","23.647","23.879","24.113","24.348","24.585","24.823","25.063","25.305","25.547","25.778","25.984","26.191","26.399","26.607","26.817","27.028","27.24","27.453","27.667","27.918","28.244","28.572","28.903","29.235","29.569","29.906","30.246","30.587","30.93","31.276","31.634","32.003","32.384","32.777","33.182","33.6","34.03","34.472","",
"Not classified","INX","Urban population (% of total population)","SP.URB.TOTL.IN.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
